id,created_at,geo,place,retweet_count,text,user_screen_name,user_time_zone,user_followers_count,user_friends_count,user_favourites_count,user_statuses_count,lang,misc
728554958094798852,Fri May 06 12:00:12 +0000 2016,None,None,0,@austeni Well in accordance with [CCC 1883] and [CCC 1885] I think we can still vote for #Brexit,jfb_smoggy,Amsterdam,437,541,3723,17334,en,
728501366289797120,Fri May 06 08:27:15 +0000 2016,None,None,0,@Independent hang on let's forget his presidential run. A billionaire businessman with investment in uk supports brexit.,29PETE17,None,177,591,3051,7126,en,
728332430873088000,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
728316347160104960,Thu May 05 20:12:03 +0000 2016,None,None,1,"Most EU citizens in UK would not meet work visa rules, data show - https://t.co/6ocM8iaO3q #EUref #Brexit  https://t.co/9wdyDmZCjn",FilipaFigueira,London,2115,3051,5035,5107,en,
728514464576770050,Fri May 06 09:19:18 +0000 2016,None,None,0,Allen and Overy on Brexit - Philip Wood et al. Interesting detail drilling down to specialist papers. https://t.co/EwIBbx0jeg,firoozye,London,4783,4861,3274,24590,en,
727921762302857216,Wed May 04 18:04:06 +0000 2016,None,None,1,Cosa cambierebbe per gli italiani in caso di #Brexit? Ecco le risposte di un esperto inglese https://t.co/tmFdEc5uja https://t.co/Ge4kW0d02Y,Londra_Italia,Pacific Time (US & Canada),1110,145,88,2095,it,
728356634490249216,Thu May 05 22:52:08 +0000 2016,None,None,0,@jeremeycorbyn #VoteLeave,DCobumUKIP,None,370,178,274,1576,und,
728253498446458880,Thu May 05 16:02:18 +0000 2016,None,None,0,lumalaos san banda eh kaliwat kanan ang endorsemnt mga movie at teleserye.. wag maxado lumipad ng mataas masakit 😂😂 https://t.co/N4C7FMIzal,KathSmile2011,None,244,208,6382,7508,tl,
728130789481684993,Thu May 05 07:54:42 +0000 2016,None,None,1,100% in the EU: Diary of an EU citizen in the UK (5) https://t.co/tkalC8yXtE #euref #bhameu,nandosigona,London,8387,2150,3216,11382,en,
728604107926319104,Fri May 06 15:15:30 +0000 2016,None,None,0,@davesdodgydad @morsild @MarkInNorthWest this is preparation for a #StrongerIn win narrative that says the #EUref wasn't fair 🙄,MikeH_PR,London,4994,1502,9245,58336,en,
728136053500977152,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
728138598160064512,Thu May 05 08:25:44 +0000 2016,None,None,0,@LeaveEUOfficial https://t.co/hHdz2phKZw,DrewEdgar_CB,Madrid,429,326,7100,34501,und,
728262331822682113,Thu May 05 16:37:25 +0000 2016,None,None,0,As Cameron can find millions to throw around the Middle East. Why are our public services being starved of funding https://t.co/B2XciT8b6A,DurransMike,London,269,45,10794,15437,en,
728309396711849985,Thu May 05 19:44:26 +0000 2016,None,None,3,What a great event. Lovely to re-connect with our @uwelaw alumni. Looking forward to doing it again soon https://t.co/9QN6aBTQfv,DonnaWhitehead9,None,793,867,902,2389,en,
728106844216950788,Thu May 05 06:19:33 +0000 2016,None,None,0,Lol. Give it a rest boff https://t.co/UL2HEmDCQD,GoodNewsHackney,None,8305,333,486,8498,en,
728345340642988032,Thu May 05 22:07:15 +0000 2016,None,None,0,#BREXIT campaign is solely focused on borders + British pride #Stay campaign might not be positive but at least it's not colonialism #BBCQT,g_ting,London,774,814,1376,5900,en,
728464604657942531,Fri May 06 06:01:10 +0000 2016,None,None,0,"Brexit would cost UK households £2,200 by 2020, says OECD | Politics | The Guardian https://t.co/ytGPpjNaoS",anthonycollfr,None,39,119,21,710,en,
728352473493196800,Thu May 05 22:35:36 +0000 2016,None,None,3,"And he used to be ""out"" until his business was captured by the EU regulatory system. #stockholmsyndrome @vote_leave  https://t.co/gs95FX6oDN",bernardjenkin,None,14575,510,244,4050,en,
728348547544956932,Thu May 05 22:20:00 +0000 2016,None,None,2,Worth 3 minutes..#LeaveEU #Brexit https://t.co/ym0ScRtqva,rocksdtm,Europe/London,49,124,1862,1819,en,
728159698202066945,Thu May 05 09:49:35 +0000 2016,None,None,0,"@AntiqueMag Brexit would be bad for the trade- border controls, potential tariffs, art market shift to Europe perhaps",JeremyLamond,None,1753,1786,193,6193,en,
727977896761954305,Wed May 04 21:47:10 +0000 2016,None,None,0,Lies https://t.co/lCPq9wYeAp https://t.co/FkPgQjnTpI,waleshome1,Amsterdam,57,165,329,910,en,
728262278282358784,Thu May 05 16:37:12 +0000 2016,None,None,0,Uncertainty over UK referendum on EU affecting property markets says @RICSnews https://t.co/5BIgf4eTAr #property https://t.co/KXBw1Cblm7,thehouseguy28,None,15266,11725,1171,13038,en,
728558971259342848,Fri May 06 12:16:09 +0000 2016,None,None,0,@giles_fraser However...https://t.co/r6m9h8qeqj,MrProcter,London,144,78,2752,7468,en,
727957045287256064,Wed May 04 20:24:19 +0000 2016,None,None,5,"RT Secret government plan to CHARGE disabled people to appeal benefits decisions revealed #ImmoralCons
 #Brexit https://t.co/5O9hVxXVvH",BrexitNoww,Pacific Time (US & Canada),7260,7416,37642,32865,en,
727910845712355334,Wed May 04 17:20:44 +0000 2016,None,None,0,"@Arron_banks @StrongerInPress @vote_leave You can count the number of months before Turks have visa free access to the UK, post June 23!",MikeAnson,None,136,859,374,5554,en,
728253875183038469,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
728298457669218304,Thu May 05 19:00:58 +0000 2016,None,None,1,How many holidays did UK residents have in EU countries in 2014? https://t.co/3EVlOl9Hvi   #EURef,transportgovuk,London,74361,2099,1190,10617,en,
728495108404957185,Fri May 06 08:02:23 +0000 2016,None,None,0,"The Remain camp's PR team can now go home, your work is complete - EU referendum: Donald Trump backs Brexit https://t.co/x10ieq4a69",rogerhmills,London,363,315,638,3134,en,
728480489334575104,Fri May 06 07:04:17 +0000 2016,None,None,0,"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/4sXHzXDHwt",ReformedPsycho,London,121,32,857,36363,en,
728588057100718080,Fri May 06 14:11:43 +0000 2016,None,None,0,@Lauren_Southern @TheRebelTV Does Canada have a position on the Brexit?,PFK_FF,Pacific Time (US & Canada),643,649,3577,26618,en,
728590552292282368,Fri May 06 14:21:38 +0000 2016,None,None,3,"Our #TechTop3 is here https://t.co/iP7nOkmyB0 w/ @CoinTelegraphUK on Brexit #fintech impact, @madhumita29  on #VR &amp; @dnvolz on Trump. #Tech",Politicalintel,London,914,588,25,2898,en,
727965279377076224,Wed May 04 20:57:02 +0000 2016,None,None,0,@truclear are going to vote to be raped on a bus or do your prefer Brexit,denyertim,London,2418,1718,1101,31759,en,
727919031764791298,Wed May 04 17:53:15 +0000 2016,None,None,0,Tony Blair denies report of Brexit intervention with Bill Clinton https://t.co/HJnC5rsjIG via @TIMEWorld,MoaningGod,Atlantic Time (Canada),95,127,466,5835,en,
728331091262713856,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
727926620254830594,Wed May 04 18:23:25 +0000 2016,None,None,0,"Tassa turistica di 50 euro, 250mila a cranio di multa per i profughi. Che vinca la #Brexit, e l'onda d'urto spazzi via questi idioti.",TXSon1971,Rome,191,296,1877,12924,it,
728495264890269697,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
728583870443048960,Fri May 06 13:55:05 +0000 2016,None,None,0,"To this day, it seemed that EU it's politics and economy, not the new secular religion. Brexit will be heresy?  https://t.co/TCd3Bl55uz",Mariusz_Wegrzyn,None,185,1622,639,5037,en,
728182946130231296,Thu May 05 11:21:57 +0000 2016,None,None,0,Lobbyists at it again https://t.co/4hBRlfbI5v,jenninemorgan,None,1470,3048,4709,40808,en,
728315089774858241,Thu May 05 20:07:03 +0000 2016,None,None,0,@StrongerIn don't forget Putin. A man really on our side :-),ajebson,London,207,317,3192,8736,en,
728211694502215680,Thu May 05 13:16:12 +0000 2016,None,None,0,Mike Betts: Remove #DavidCameron and #IainDuncanSmith as #PatronsofMotability - Sign the Petition! https://t.co/iEsqq80Vds via @UKChange,DreamweaverRW,London,59,112,47,1902,en,
728201740563058689,Thu May 05 12:36:38 +0000 2016,None,None,0,Shinzo Abe: Japan's PM says Brexit would make UK less attractive for Japanese investors https://t.co/EJ20G30bPq https://t.co/hOStNrplBM,deji_of_lagos,London,1398,928,18,123090,en,
728470663661395969,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
727894888495329280,Wed May 04 16:17:19 +0000 2016,None,None,1,@BBCNewsnight good advertisement for #Brexit @GetBritainOut @Greens4GO @vote_leave @LeaveEUOfficial Britain NOT @StrongerIn,athen3579,None,234,330,11412,15889,en,
728223105223643136,Thu May 05 14:01:32 +0000 2016,None,"{u'country_code': u'GB', u'url': u'https://api.twitter.com/1.1/geo/id/5de8cffc145c486b.json', u'country': u'Vereinigtes Königreich', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-0.213503, 51.512805], [-0.105303, 51.512805], [-0.105303, 51.572068], [-0.213503, 51.572068]]]}, u'contained_within': [], u'full_name': u'Camden Town, London', u'attributes': {}, u'id': u'5de8cffc145c486b', u'name': u'Camden Town'}",0,#VoteLeave https://t.co/MUJHnwQQ0h,Keroppo,London,994,2707,6228,10144,und,
728342576768659456,Thu May 05 21:56:16 +0000 2016,"{u'type': u'Point', u'coordinates': [34.884601, -92.10211589]}","{u'country_code': u'US', u'url': u'https://api.twitter.com/1.1/geo/id/e8ad2641c1cb666c.json', u'country': u'Vereinigte Staaten', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]]}, u'contained_within': [], u'full_name': u'Arkansas, USA', u'attributes': {}, u'id': u'e8ad2641c1cb666c', u'name': u'Arkansas'}",0,Waiting on the visiting team. #ref #soccer (@ Jacksonville High School Football Stadium) https://t.co/cUVf1ttsQY,slptwinmom,Central Time (US & Canada),318,531,521,4915,en,
728482970634489857,Fri May 06 07:14:09 +0000 2016,None,None,0,Makes perfect sense when looked at simply https://t.co/ux3jEKqZZc #Brexit https://t.co/uARxhBzryZ,Delislelouise,Pacific Time (US & Canada),1068,1248,411,2472,en,
728286345328766976,Thu May 05 18:12:50 +0000 2016,None,None,0,@charmayne11 opinion polls are slowly going brexit way by time 23rd of June we should win,leecocker05,None,70,190,88,745,en,
727925820925325312,Wed May 04 18:20:14 +0000 2016,None,None,0,We need facts ..... https://t.co/2J4BpVB0io,kaharris1006,None,209,522,3967,8236,en,
728514427939659776,Fri May 06 09:19:09 +0000 2016,None,"{u'country_code': u'GB', u'url': u'https://api.twitter.com/1.1/geo/id/02a8ed5b791223de.json', u'country': u'Vereinigtes Königreich', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-3.0571475, 53.734748], [-2.9363878, 53.734748], [-2.9363878, 53.780813], [-3.0571475, 53.780813]]]}, u'contained_within': [], u'full_name': u'Lytham St. Annes, England', u'attributes': {}, u'id': u'02a8ed5b791223de', u'name': u'Lytham St. Annes'}",1,https://t.co/O18HPmPFij yet another 100 or so reasons to leave @BrexitWatch #LeaveEU,jpintheuk,None,60,216,247,593,en,
728204085455806464,Thu May 05 12:45:58 +0000 2016,None,None,0,@viking_tiger @nanette0803 @certual @LeaveEUOfficial if the people vote in: that's not democracy?,kingbee89,London,151,406,764,9701,en,
728608023397212160,Fri May 06 15:31:04 +0000 2016,None,None,1,"All it takes 4 politburo bureaucrats to succeed is for sheep to be sheep
#StrongerIn
#StrongerIN
#LabourInForBritain https://t.co/mjybYXa5Xd",MarkInNorthWest,None,560,726,18012,26963,en,
728146124750520320,Thu May 05 08:55:39 +0000 2016,None,None,0,"Have Qs on #Brexit but don't know whom to ask? Come along to https://t.co/LxOaeUBtc6 , 9 May at @dundeeuni",EdziaNCM,Edinburgh,528,1457,527,1339,en,
728340334527295488,Thu May 05 21:47:22 +0000 2016,None,None,0,"Before we kick off, here's what Nigel Lawson said about Brexit's impact on the Irish border - https://t.co/Fkx2VGAyjU #BBCQT #EU",JJLindsell,London,654,1180,3713,15811,en,
728488629602013184,Fri May 06 07:36:38 +0000 2016,None,None,0,"#Brexit  ‘by far’ biggest issue for #Irish  business, says Ibec chief (via @IrishTimes) https://t.co/Vv6U0r6Ed4",cushen_david,None,528,1069,647,12161,en,
728539562516041729,Fri May 06 10:59:01 +0000 2016,None,None,0,"""Left Leave"" #Brexit campaign: Apologists for nationalism and defenders of capitalism https://t.co/BfZlFck7SA
#EUreferendum",JudeJack,London,1055,2595,6068,36637,en,
728225822461562881,Thu May 05 14:12:20 +0000 2016,None,None,0,Spread the Word https://t.co/vTWUiNuBX1 #voteleave via @vote_leave,iloverappelz39,None,46,371,33,490,en,
728545507111505920,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
728480104528130048,Fri May 06 07:02:46 +0000 2016,None,None,1,Do you live in or near #Redruth? Want out of the EU. JOin our @LeaveEUOfficial group and take action. We need feet on the ground and fast,patrickoscully,Amsterdam,2528,2337,2293,18582,en,
728133768888786945,Thu May 05 08:06:33 +0000 2016,None,None,1,A risible case for Brexit based on dubious data: https://t.co/ZYcLuz55ek #FT,BaldwinRE,West Central Africa,12626,769,4372,16271,en,
728544771975852033,Fri May 06 11:19:44 +0000 2016,None,None,0,mad Merkel EU run down by Islam for Lobby industry - EU referendum: Donald Trump backs Brexit https://t.co/8ZZmJVkAsz,SOLARLIFE,Paris,2635,1087,797,38166,en,
728242871959171072,Thu May 05 15:20:05 +0000 2016,None,None,1,".@GSOEBristol's @AmandaRamsay talks Brexit, human rights and unscrambling eggs on @bristol247 https://t.co/n9SP5Th8wy",BristolUni,London,65889,222,1210,10442,en,
727896911303290880,Wed May 04 16:25:21 +0000 2016,None,None,1,What is he thinking?  Bending to pressure from those in the dark! https://t.co/1mLY685eIg,oldbid45,London,701,370,40504,47126,en,
728555590235131904,Fri May 06 12:02:43 +0000 2016,None,None,1,How will #Brexit affect the #property industry? @EstatesGazette rounds up all views and analysis https://t.co/AqbN5L5xxp,WhybrowProperty,London,1075,892,1394,2223,en,
728507098028490752,Fri May 06 08:50:01 +0000 2016,None,None,5,.@TheGarry88 @theSNP no I'm not. I know Greens pro-Indy. But they did not seek specific electoral mandate for a new referendum post Brexit,faisalislam,London,186747,7945,1479,57417,en,
727940484442820608,Wed May 04 19:18:30 +0000 2016,None,None,0,Should we expect anything else! Begin to this Cameron is the supreme chancellor! #starwars #VoteLeave https://t.co/8NsMvJlDjb,StonehouseHomes,Casablanca,499,535,698,1926,en,
728493179490734080,Fri May 06 07:54:43 +0000 2016,None,None,0,We can make Britain great again and build a wall and make the EU pay. All our problems will be miraculously solved https://t.co/30wzjde9F6,chrislees_,None,56,216,2998,423,en,
728491553161924608,Fri May 06 07:48:15 +0000 2016,None,None,2,Donald Trump backs Brexit - The Commentator https://t.co/JfU9UwZU9d,TheCommentator,London,12747,1972,209,32060,en,
728355961925214209,Thu May 05 22:49:28 +0000 2016,None,None,0,"@zoesqwilliams I'm voting for democracy, internationalism and the global south, and think an EU-based crisis extremely likely. #Brexit",alfresca,None,302,313,5276,4413,en,
728579379966693376,Fri May 06 13:37:15 +0000 2016,None,None,0,Interesting reading! #Brexit #nexus24 https://t.co/EzJh1GiGDO,nexus_24,Edinburgh,203,414,49,319,en,
728554368333647874,Fri May 06 11:57:51 +0000 2016,None,None,1,"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/5FvJQlYOvx   NICE ONE X",dianereeves321,None,3015,4799,13779,16952,en,
727917082566856704,Wed May 04 17:45:31 +0000 2016,None,None,2,"@StrongerIn Article states ""The UK imports more than half of its gas from Europe, mostly from Norway"". Norway are not in the EU",paulrey99,None,1247,1407,1977,18237,en,
728345513599369216,Thu May 05 22:07:57 +0000 2016,None,None,0,"#Fed : #Bullard says global headwinds appear to have waned, Brexit no risk to US Economy - RTRS",Lisa_Ward1990,None,5035,572,22809,19762,en,
728517982335455232,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
728528125802483712,Fri May 06 10:13:35 +0000 2016,None,None,0,https://t.co/wQ7XkWiq3z   #UK and the #EU: Better off out or in? #brexit,ConfluenceTax,London,119,529,65,543,en,
728502777236819968,Fri May 06 08:32:51 +0000 2016,None,None,0,@nicholasjf1 @iVoteStay Economic studies show devastating effect of Brexit on UK economy. Ordinary people will bear brunt #StrongerIn,anthonyarnull,None,259,161,1232,2512,en,
728140659035529216,Thu May 05 08:33:55 +0000 2016,None,None,0,It's wishful thinking to think a Brexit would bring about more prosperity. Membership of EU has helped and not hindered UK living standards.,HarvirDhillon,London,1145,369,2729,28307,en,
728524611206385664,Fri May 06 09:59:37 +0000 2016,None,None,0,S'gonna be great - Trump as #POTUS &amp; Boris as PM. #SuchFun https://t.co/6yv48fAcUO,PissedOffTory,London,634,361,682,14375,en,
727892008338108416,Wed May 04 16:05:53 +0000 2016,None,None,0,"Oops, try not to get #Sweden mixed up with #Switzerland in your #Brexit discussions https://t.co/4jZRMr2F5m",SwedishProps,None,141,439,138,448,en,
728586121073012736,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,
727897566474436608,Wed May 04 16:27:58 +0000 2016,None,None,0,#ref https://t.co/hTZQlPX2QT,kur0_061,Kuala Lumpur,72,66,454,5465,und,
728232543766622208,Thu May 05 14:39:02 +0000 2016,None,None,0,"Sir Lynton Crosby, who guided the Conservatives to victory in the election, today said the Brexit battle was far from over despite poll",Renea4251,None,381,259,171,2705,en,
728560947023908864,Fri May 06 12:24:00 +0000 2016,None,None,0,This is a man who stab at the back.....if not careful  https://t.co/jCIsGENRUN,aneesinha,Hawaii,291,1065,7641,9323,en,
728267140751630337,Thu May 05 16:56:31 +0000 2016,None,None,0,Excellent! Courtesy of #BrexitMK https://t.co/l5XyDWdA2S @vote_leave,stephencaunt,Pacific Time (US & Canada),199,135,2181,10744,en,
727947637102657536,Wed May 04 19:46:55 +0000 2016,None,None,0,EU: New refugee quotas in EU! Nations will have to pay £200.000 per refugee they refuse. That is blackmail! #LeaveEU https://t.co/ydHVOpnt0r,ChrisHansenEU,Copenhagen,56,43,675,2398,en,
727985303252664320,Wed May 04 22:16:36 +0000 2016,None,None,1,@BretBaier Hillary opposes #TTP yet Bill is going to Europe to team with Tony Blair who supports #TTIP? #Brexit https://t.co/KJ3t2KlL4a,GwenLCummings,None,1769,2429,3610,30329,en,
728335637397508096,Thu May 05 21:28:42 +0000 2016,None,None,3,I have just heard rave reviews about @JacobReesMogg #Brexit talk @warwickuni tonight  https://t.co/Z5OH825bmo,DrGerardLyons,London,11219,1962,51,7700,en,
728168644245630976,Thu May 05 10:25:08 +0000 2016,None,None,0,#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/bsb6syCAql,Ged_2345,London,642,761,7359,39690,en,
728158332926590976,Thu May 05 09:44:09 +0000 2016,None,None,1,"GBP/USD Higher on Soft Markit/CIPS Services PMI, ’Brexit’ in Focus https://t.co/0OGrhf4Rb1",FXCM,Eastern Time (US & Canada),75310,60,254,27655,en,
728303746015449089,Thu May 05 19:21:58 +0000 2016,None,None,0,"@AndrewDuffEU @policynetwork
I've been thinking about the immediate response to a vote for Brexit:
https://t.co/grFklF9oRD",Akabilky,London,1039,634,5218,34239,en,
728488231206031360,Fri May 06 07:35:03 +0000 2016,None,None,0,YEAH TEAM BREXIT. https://t.co/QkyPUh4nnT,tomhpollock,Pacific Time (US & Canada),2691,681,2083,38760,en,
728498230137327616,Fri May 06 08:14:47 +0000 2016,None,None,0,"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/RVMbvxwBrG",thirstyworks,None,55,49,2544,11046,en,
728171221125312516,Thu May 05 10:35:22 +0000 2016,None,None,0,"Huge number of views already heard on #Brexit - thanks for getting involved @visaverum, https://t.co/l2RKLoctps https://t.co/9ZXcY9kjOt",PropertyWeek,London,59607,777,658,14784,en,
728527449705811968,Fri May 06 10:10:54 +0000 2016,None,None,3,No Sign of #Brexit In The Air After #LocalElections https://t.co/uCFGBnj7J7 @RobDotHutton @AlexJFMorales @business https://t.co/ZFv0FU02iL,johnfraher,London,4625,3037,393,6900,en,
728514285878513664,Fri May 06 09:18:35 +0000 2016,None,None,4,"In order to have your say, register to VOTE by June 7th for the #EURef on June 23rd via https://t.co/RArDFxaKSt https://t.co/XxDcWuVMV1",EUSmallBiz,None,2420,395,80,1081,en,
728469936016760833,Fri May 06 06:22:21 +0000 2016,None,None,0,We don’t need trade deals to boom after Brexit via @thetimes https://t.co/GcNIBZn7Vz,wendytshaw,Eastern Time (US & Canada),264,1295,541,907,en,
728143927560167424,Thu May 05 08:46:55 +0000 2016,None,None,0,@TonyParsonsUK @LeaveEUOfficial well the UK Public has never been consulted on being sold out,jackcade1381,London,1109,624,3767,26883,en,
728588474912231424,Fri May 06 14:13:23 +0000 2016,None,None,0,"Most read on alva this week: Free special report on #Brexit and how companies can best explain the case to remain
https://t.co/HwJ2EgiiCB",alvareputation,London,456,1757,64,3093,en,
728508356554596352,Fri May 06 08:55:01 +0000 2016,None,None,0,"Bad day for Labour + Corbyn. NHS in crisis, partial-budget failure, schools in crisis, economy struggling, Tory infighting over brexit",LdhranOusby,Dublin,309,496,2336,9344,en,
728142636150710272,Thu May 05 08:41:47 +0000 2016,None,None,3,"@Brexpats I think @con4lib means ""scrap all employment/equality/environmental rules"". That's what @EconForBrexit post Brexit model built on.",GeorgePeretzQC,None,2321,407,1901,11627,en,
